Name,Address,Section,Lab 1,Lab 2,Lab 3,Lab 4,Lab 5,Lab 6,Lab 7,Lab 8,Lab 9,Lab 10,HW 1,HW 2,HW 3,HW 4,HW 5,HW 6,HW 7,HW 8,HW 9,HW 10,HW 11,HW 12,Project 1,Project 2,Exam 1,Exam 2,Exam 3
"Pinkleton, III, Raymond","624 Upton Ave, Litchfield CT, 6759",4,47.6,14.7,69.0,61.0,38.5,80.7,53.3,64.9,53.0,100,100,100,53.3,57.0,99.2,58.4,98.2,96.3,41.7,95.8,75.6,75.4,78.8,53.3,100,49.2,56.8
"Landt, Nessa","268 Greenough Ave, Villalba PR, 766",9,89.6,66.3,70.1,95.1,98.6,68.6,100,100,70.9,77.3,64.8,100,80.5,81.5,96.2,79.6,89.8,59.7,100,48.9,81.4,100,49.2,79.1,61.1,33.9,100
"Zanotti, Jd","618 Unnamed 026, Mountainville NY, 10953",1,61.4,60.2,80.4,74.3,89.8,81.9,96.6,49.7,62.1,90.7,70.5,54.9,65.4,93.2,76.8,100,84.7,48.7,100,100,100,97.7,50.2,96.0,100,63.8,64.3
"Boulger, Benito","890 Heyman Ave, Summit MS, 39666",9,84.0,68.0,63.8,90.1,52.5,68.3,7.8,100,54.0,100.0,100,86.8,61.7,100,-9.1,88.7,73.5,85.4,64.3,46.5,100,82.2,73.0,66.3,77.6,97.3,44.7
"Buergel, Carnell","487 Bright St, Athol ID, 83801",8,100,85.9,100,100,82.1,91.5,45.0,58.0,96.4,56.5,82.2,87.2,98.2,100,90.9,100,100,83.6,39.6,100,96.7,80.4,67.5,44.4,100,54.4,51.0
"Rhinehart, Saroun","45 Fort Mason 19, Middletown MD, 21769",10,67.9,25.2,66.2,81.7,91.0,59.8,45.7,52.0,70.6,84.4,93.4,95.7,88.4,93.9,48.8,100,91.1,67.0,100,82.5,93.7,86.4,96.1,34.8,82.7,82.8,85.5
"Susi, Wally","850 Eastwood Dr, Edwards CA, 93524",1,67.7,51.1,52.3,80.7,72.5,61.6,45.1,73.7,77.8,31.1,80.1,88.3,81.0,65.6,100,82.3,68.9,86.2,76.8,94.2,55.9,24.9,74.1,43.4,87.1,87.9,88.6
"Forden, Sr., Remi","316 Reposa Way, Speedwell VA, 24374",2,79.4,81.7,48.4,85.9,100,40.7,98.9,88.5,51.0,73.2,95.1,90.8,94.6,96.9,93.9,57.9,62.8,37.6,100,100,55.6,77.6,56.4,50.0,77.3,73.2,48.8
"Hiraoka, Oluchi","920 Rice St, Apo AE, 9185",6,100,100,100,100,100,28.2,71.3,14.0,71.5,53.8,59.4,100,97.5,89.7,80.3,71.4,100,58.8,90.4,68.2,100,100,39.5,48.1,100.0,100,74.0
"Christine, Amarilis","145 Washburn St, Melrose WI, 54642",9,79.8,83.9,100,69.0,77.1,94.1,75.3,68.3,100,88.0,54.1,81.2,100,64.0,87.9,97.4,100,96.1,90.4,82.8,86.2,46.6,100,89.8,94.1,100,91.7
"Armour, Romaine","153 Hwy 1 To Hwy 101 Northbound Ramp, Manassas VA, 20109",5,60.4,79.2,71.6,42.1,100,56.7,82.5,100,56.9,94.0,56.0,100,100,36.5,100,65.9,72.1,98.3,46.9,84.4,100,86.9,42.1,29.4,59.7,58.0,100
"Argandona, Belal","437 Allison St, Apt. 37, Charlotte NC, 28228",7,81.3,92.3,72.1,54.0,94.1,49.3,76.9,99.4,86.5,67.6,60.9,100,73.4,40.0,100,100,80.9,100,80.5,77.9,52.1,90.0,57.7,22.2,100,100,56.9
"Martorelli, Halie","536 Portal Path, Randolph A F B TX, 78150",3,65.6,55.7,64.6,31.4,83.3,69.8,90.4,81.9,27.2,74.2,85.1,77.8,80.2,74.1,85.9,87.1,65.2,77.2,100,76.3,77.5,89.2,100,99.1,98.8,41.4,90.6
"Hyder, Gerri","927 Safira Ln, Pittsburgh PA, 15231",7,71.7,78.8,100,52.0,88.1,61.3,100,77.3,65.2,43.2,100,77.1,60.6,74.9,63.3,92.2,100,83.9,94.2,68.5,50.1,98.6,39.1,46.3,97.9,84.4,73.4
"Bunck, Charnee","368 Christopher Dr, Bristol VA, 24205",2,9.7,60.3,54.5,65.6,47.4,100,100,90.1,46.4,77.1,96.2,66.7,50.8,75.0,87.0,100,78.3,44.6,82.2,69.0,100,57.1,50.3,46.3,81.8,100,98.3
"Snow, IV, Shawnda","541 Dow Pl, Saginaw MI, 48603",8,100,100,60.4,72.0,82.2,64.1,93.4,19.9,64.1,92.0,57.9,76.6,100,91.6,50.3,27.0,100,61.4,91.0,60.1,100,100,45.5,81.2,100,70.3,100
"Jozsa, Roslyn","372 Camp St, Bush KY, 40724",10,52.2,100,58.8,34.4,30.6,99.1,63.0,75.1,69.3,97.7,100,61.9,80.6,84.5,72.3,73.0,56.5,73.4,92.7,95.3,73.2,94.2,46.0,100,86.8,89.3,91.5
"Hesler, Aiyana","679 01st St, Apt. 26, Ellsworth MN, 56129",9,71.5,27.0,94.1,91.0,52.8,99.4,96.7,86.6,100,100,100,83.1,62.0,85.0,56.4,76.6,77.1,100,48.2,76.7,100,79.4,27.4,91.7,59.1,81.0,95.6
"Delduca, Esq., Takela","861 Talbert St, Bostwick FL, 32007",2,63.8,49.5,63.9,62.9,98.2,16.2,16.0,53.8,71.8,59.4,54.8,56.3,61.5,94.5,77.4,78.4,90.2,96.7,85.0,100,98.2,100,100,70.7,100,65.7,100
"Beerling, Fredricka","90 Bayside Village Pl, Vancouver WA, 98683",5,77.2,67.9,100,84.6,66.7,93.8,63.2,77.1,73.0,61.2,75.0,100,100,73.1,100.0,70.9,51.5,100,43.4,99.4,61.1,43.3,23.2,50.9,63.9,73.8,63.4
"Breyfogle, Carmelita","320 Loraine Ct, Atkins IA, 52206",5,72.5,100,47.5,45.8,100,74.8,89.1,96.8,25.1,100,62.3,100,86.6,57.8,53.7,65.1,55.0,100,60.2,87.7,89.2,100,42.9,100,83.6,52.4,77.5
"Trojak, Sharee","960 Amherst St, Lenzburg IL, 62255",3,91.9,64.4,96.1,15.5,90.7,64.6,58.1,100,100,89.2,84.9,64.2,71.0,100,70.6,56.4,56.6,95.2,80.2,30.6,100,85.8,65.6,69.9,96.0,90.4,68.2
"Kincade, Imari","681 Unnamed 119, Childwold NY, 12922",9,100,69.1,83.1,100,87.5,100,42.9,39.1,41.1,74.0,69.4,99.9,100,80.8,64.5,100,79.4,52.2,53.0,96.4,100,100,50.8,13.5,62.5,70.5,84.9
"Lint, Shelley","859 Santa Ana Ave, Boyes Hot Springs CA, 95416",1,41.4,100,81.7,49.9,77.1,58.0,56.9,62.3,47.8,28.9,75.2,55.8,,48.6,88.0,100,77.8,81.3,83.7,67.2,80.7,76.9,100,74.1,61.7,65.6,89.8
"Fouse, IV, Truman","963 Pershing Dr, Pittsburgh PA, 15227",10,48.1,100,100,88.0,50.2,100,52.4,63.2,65.8,92.5,63.2,46.8,64.7,62.3,100,77.2,70.4,100,46.9,100,100,75.4,53.5,51.9,98.9,100,100
"Niedringhaus, Eulogio","588 Myrtle St, Skamokawa WA, 98647",4,100,73.4,63.3,78.5,64.5,47.9,75.1,100,92.2,84.3,87.4,97.2,55.3,93.4,51.9,75.9,72.6,64.8,68.1,92.8,71.1,97.2,95.1,33.7,81.6,100,76.7
"Sinnett, Jr., Felcia","110 Atoll Cir, Burlington VT, 5401",9,46.1,96.0,95.7,80.4,67.0,87.3,92.8,72.6,94.7,58.9,81.8,100,72.1,77.3,59.7,79.0,40.7,95.0,69.1,100,75.8,74.7,75.9,62.4,81.9,23.9,100
"Hollywood, Leoncio","330 Copper Aly, Apt. 81, Port Kent NY, 12975",8,57.8,85.5,43.6,93.4,100,96.4,46.0,57.7,100,18.3,100,77.0,48.7,99.0,58.8,100,78.5,91.4,92.7,100,61.3,100,50.2,88.4,100,100,100
"Bathe, Bowen","116 Pennington St, Atlanta GA, 30354",3,86.8,61.8,51.3,25.7,84.3,89.8,82.4,70.6,92.1,95.4,100,65.8,30.8,100,63.5,88.6,76.5,100,100,100,70.9,60.4,87.9,100,100,100,50.8
"Gicker, Shermika","331 Webb Pl, Yadkinville NC, 27055",7,73.1,65.2,85.9,68.8,60.9,94.7,84.0,55.7,59.0,67.2,43.2,92.4,78.7,49.9,100,70.6,80.7,100,43.9,74.0,81.0,91.9,61.0,76.9,100,49.1,93.3
"Wolkowski, Esq., Kursten","215 Howth St, Martinsburg WV, 25429",1,59.7,100,100,29.5,65.2,97.1,51.0,100,96.8,44.5,60.8,100,100,71.2,65.0,73.7,66.2,91.4,73.2,89.3,100,61.1,44.7,69.6,83.6,86.1,59.8
"Escorza, Tashelle","383 Saroyan Pl, Peterman AL, 36471",3,41.4,86.3,90.8,100,72.0,72.3,100,95.2,100,66.4,100,100,100,83.0,84.6,20.8,66.9,100,87.5,81.5,100,38.3,100,94.4,100,100,99.3
"Kruschke, Ronnel","175 Brown St, Davenport IA, 52808",3,77.3,47.9,67.7,82.8,92.0,92.8,70.4,79.4,100,74.4,100,85.0,97.1,97.2,85.8,94.8,42.8,74.1,82.1,67.8,100,75.6,89.2,50.5,80.1,99.4,100
"Doliveira, Bartley","55 Garden St, Mammoth Spring AR, 72554",6,78.9,76.2,82.3,81.3,74.8,72.2,58.0,100,24.3,73.7,71.7,76.8,97.0,100,58.5,77.3,100,35.9,67.4,56.2,62.2,100,61.2,45.5,68.4,64.8,85.2
"Purtell, Nerissa","915 Charlton Ct, Gasquet CA, 95543",2,86.6,55.3,100,100,54.6,100,64.3,70.0,65.9,86.6,100,83.4,96.7,100,100,85.9,100,100,100,67.3,100,76.6,19.2,79.3,100,97.2,100
"Gapp, Dimitris","376 San Marcos Ave, Edenton NC, 27932",8,90.7,93.5,78.3,59.3,72.5,100,83.3,100,64.3,82.1,100,42.1,100,66.4,45.3,72.1,71.3,42.3,99.8,100,32.2,42.7,97.8,72.9,95.2,84.9,91.7
"Palis, II, Destine","561 Everglade Dr, Apt. 5, Evansville IN, 47722",8,50.3,43.7,44.7,73.9,94.5,32.2,79.7,76.2,72.5,65.3,100,81.7,47.1,79.2,100,72.8,97.2,56.7,52.2,69.6,100,77.0,92.1,71.8,,56.2,100
"Aubin, Kaiser","490 Virgil St, Still Pond MD, 21667",7,58.9,22.6,100,91.4,86.1,60.2,100,100,51.8,68.3,47.2,96.3,92.0,73.4,69.4,41.5,96.7,34.2,85.3,70.7,82.0,100,43.4,87.3,88.1,100,100
"Monhollen, Karie","370 Cambridge St, Apt. 10, Silva MO, 63964",4,100,59.4,72.0,68.4,94.5,61.1,66.6,28.3,90.2,62.1,97.8,47.7,64.9,96.6,44.2,83.8,83.5,89.7,68.6,58.6,71.6,77.6,61.8,65.1,100,89.0,73.5
"Minor, Bandon","415 Van Dyke Ave, Wachapreague VA, 23480",1,86.7,100,82.0,73.3,81.0,68.2,70.1,35.7,88.0,87.5,90.7,90.9,77.7,88.1,36.4,62.6,94.0,59.4,36.8,100,52.0,68.2,64.2,80.5,74.5,88.2,99.5
"Gude, Sr., Zenas","813 Riley Ave, Calumet OK, 73014",1,86.9,56.4,73.1,72.3,96.0,70.6,50.0,100,24.2,69.0,100,53.6,95.9,96.1,100,47.1,68.4,91.7,75.1,66.6,43.9,33.2,53.3,63.4,100,44.4,69.4
"Leake, Dena","598 Clifford Ter, Apo AE, 9815",8,84.0,98.4,50.3,41.4,81.9,65.4,86.7,62.8,86.4,82.7,100,33.5,100,61.3,83.9,56.1,38.1,83.7,68.1,100,81.2,99.2,9.5,52.6,78.3,94.8,100
"Gurr, Bryceson","663 Mint St, Omaha NE, 68137",10,51.1,80.1,58.1,86.5,59.4,45.6,77.1,54.1,70.3,77.7,90.9,83.8,79.8,59.8,74.0,45.9,100,57.7,81.7,100,68.3,73.4,65.1,64.0,81.5,100,26.1
"Benderman, II, Lashae","404 Keyes Ave, Karlstad MN, 56732",5,63.5,90.5,82.3,45.6,75.0,87.2,73.4,78.2,53.1,95.5,63.6,94.3,73.6,98.5,58.4,43.0,100,62.9,53.6,86.7,41.5,63.0,100,63.8,62.4,75.9,82.1
"Rothfuss, Vibol","720 Black Pl, Corinna ME, 4928",5,84.0,100,41.8,88.3,54.9,76.1,59.2,62.5,100,94.3,88.5,89.7,100,95.1,73.1,70.5,63.3,90.6,81.0,42.9,100,47.1,87.2,92.7,66.7,100,71.6
"Canard, Camilia","684 Valparaiso St, Apt. 14, Bellemont AZ, 86015",7,46.3,82.8,36.8,98.9,71.2,100,77.7,57.9,74.1,85.9,100,68.9,100,67.2,100,45.9,100,53.5,59.8,52.4,90.3,55.2,37.2,81.6,76.2,63.0,94.7
"Yiu, Jensen","645 Panorama Dr, Apt. 12, Livingston Manor NY, 12758",5,70.2,100,61.9,35.8,100,100,71.3,100,49.6,75.4,100,76.3,88.4,80.5,47.9,91.9,68.3,100,76.3,97.3,89.6,66.1,77.6,100,100,69.0,78.3
"Lavalette, Rayshun","151 Oak Grove St, Gruver IA, 51344",3,69.0,86.0,48.2,100,83.8,100,-8.1,68.5,60.2,100,94.7,59.4,47.6,76.3,91.6,84.5,95.8,92.2,42.0,100,100,89.1,36.9,76.6,100,63.8,92.1
"Folden, Falen","317 Eugenia Ave, Groveland CA, 95321",9,83.9,100,71.8,100,43.6,100,40.0,54.1,53.1,98.2,89.0,100,100,93.1,88.4,98.8,60.4,64.7,46.9,50.6,33.4,79.3,91.9,83.1,21.6,84.7,62.2
"Weigl, Jr., Apolonia","769 Wood St, Apt. 89, Forestdale RI, 2824",6,78.3,55.4,100,100,62.6,68.8,65.8,58.5,85.9,71.9,92.7,86.1,100,100,93.5,66.8,95.4,100,100,75.0,100,74.6,100,85.2,62.3,68.1,100
"Stickel, Mahala","124 Corona St, Whittier CA, 90605",7,100,56.2,100,85.4,60.6,73.0,100,100,100,92.8,85.4,100,100,79.7,66.0,100,100,100,84.7,100,86.9,92.2,100,100,100,100,46.0
"Hedrington, Saulo","841 Marina Green Dr, Washington DC, 20416",6,84.6,75.3,69.8,47.6,100,56.7,100,100,86.4,46.8,100,64.8,44.4,49.8,33.3,100,96.0,80.4,54.9,100,57.1,58.8,69.2,55.3,100,90.8,41.9
"Basua, II, Shanikqua","862 Upland Dr, Apt. 13, San Antonio TX, 78286",9,100,100,100,79.9,56.9,34.7,100,23.6,94.3,91.9,68.9,100,84.3,71.2,100,87.3,93.8,98.2,100,53.9,85.1,64.9,98.2,17.0,100,100,100
"Staley, Broadus","407 Worth St, Fairfield TX, 75840",9,54.2,-4.3,79.1,85.0,100.0,100,42.9,54.2,66.7,30.6,81.4,90.7,66.0,58.7,51.7,87.1,100,71.8,95.9,100,73.6,100,62.0,55.5,100,100,92.2
"Gardiner, Sr., Asusena","304 Athens St, Apt. 76, Kyles Ford TN, 37765",3,63.5,97.9,80.8,97.4,38.9,64.8,48.8,70.7,91.7,39.3,34.9,100,57.4,53.4,100,49.2,47.7,100,94.3,57.8,100,62.1,90.1,59.7,87.5,80.9,99.3
"Viau, Lavell","105 Thornburg Rd, Apt. 34, Powell Butte OR, 97753",7,55.7,90.5,77.5,54.2,88.8,64.4,52.5,35.4,100,83.3,100,88.1,90.9,71.4,82.6,100,100,100,70.1,100,40.0,47.3,23.1,57.9,100,75.5,100
"Ronan, Brienna","689 Via Bufano, Parsons TN, 38363",8,82.7,78.6,93.2,67.9,86.7,30.0,81.5,74.9,50.1,100,83.5,79.1,91.6,100,97.8,100,86.7,100,95.1,89.6,57.9,75.1,79.9,47.5,100,100,58.1
"Sidi, Rindy","903 Esmeralda Ave, Wilmington DE, 19805",9,37.8,51.6,100,70.4,11.6,51.7,78.6,100,50.4,53.8,81.9,18.1,58.1,81.9,94.1,98.5,86.8,100,48.0,45.0,85.4,27.9,82.1,81.4,100,100,100
"Fiume, Genoveva","346 Blair Ter, Beaufort NC, 28516",8,100,63.9,82.7,32.5,100,100,50.4,59.7,49.0,78.6,55.1,66.7,99.0,83.6,100,85.3,81.8,99.6,73.2,82.6,69.1,83.5,62.4,90.9,100,45.5,100
"Rougier, Falon","280 Cotter St, Pyote TX, 79777",5,83.9,61.1,56.9,66.4,100,85.6,91.6,100,44.8,98.8,84.6,100,89.1,-5.8,61.6,68.6,67.7,69.5,56.6,100,90.1,100,80.3,42.4,77.0,100,96.3
"Hurless, Caylee","894 Buena Vista Ave East, Apt. 18, Northeast Harbor ME, 4662",3,59.1,80.2,54.3,43.7,93.2,81.6,44.7,36.4,58.5,91.9,81.6,51.4,83.1,23.1,80.7,50.3,45.0,87.8,81.1,34.3,100,100,74.0,55.2,100,64.5,80.5
"Finamore, IV, Luci","247 Congdon St, Mora LA, 71455",2,48.4,29.1,100,100,59.6,67.9,80.0,57.5,58.2,76.2,77.9,19.8,84.7,83.1,100,86.8,96.2,43.5,79.9,100,32.3,77.2,8.0,57.4,73.8,96.1,76.5
"Water, Lyndia","311 Moffitt St, Absaraka ND, 58002",7,79.5,57.5,91.9,39.6,60.1,75.7,76.3,71.2,70.6,57.8,87.4,100,80.4,83.2,73.9,94.3,98.8,70.3,71.7,77.5,74.8,84.9,53.3,63.0,90.3,40.1,100
"Shelden, IV, Sony","119 Gateview Ct, Apt. 40, Phoenix AZ, 85064",5,76.3,48.2,64.7,94.6,64.6,61.1,73.3,53.2,67.1,84.6,89.1,82.1,64.1,32.2,100,61.5,100,95.2,50.0,93.2,94.9,75.1,59.9,100,69.9,29.5,100
"Gale, Jr., Denetria","685 Pueblo St, Mcgregor MN, 55760",3,100,44.3,71.0,100,79.0,59.8,100,59.2,98.5,59.4,82.1,97.4,63.4,100,95.9,65.9,62.8,54.3,39.4,70.6,99.9,76.0,100,54.7,75.6,60.0,100
"Dolle, Charece","610 Blair Ter, Camden AR, 71701",2,89.9,94.3,70.6,67.9,23.6,86.8,100,37.7,100,82.9,43.1,83.0,85.3,70.1,83.8,73.2,100,37.4,82.2,33.9,93.2,76.8,62.5,50.0,91.3,100,52.5
"Kimble, Lena","596 Battery Dynamite Rd, Onia AR, 72663",5,80.1,76.2,65.7,76.5,41.1,89.0,27.9,51.5,38.0,98.5,70.5,78.2,72.9,66.1,85.2,100,100,64.1,81.4,42.3,96.3,65.1,57.9,85.1,100,100,67.7
"Overhulser, Chrisma","485 Andover St, Louisville KY, 40272",4,53.8,67.8,52.0,79.3,71.6,78.3,100,100,63.2,100,100,96.6,100,100,69.3,52.3,100,94.8,49.4,18.8,91.6,47.9,100,54.5,100,62.8,100
"Terheggen, Tion","395 Mary St, Chittenango NY, 13037",3,,84.1,65.7,50.8,100,40.0,64.9,58.1,63.4,69.9,55.6,49.5,87.4,79.9,100,100,74.6,100,73.2,82.2,62.9,50.3,77.7,73.0,94.5,87.0,100
"Mohrman, Duran","961 Berry Extension St, North Scituate MA, 2060",2,76.8,68.7,81.4,80.6,59.4,100,51.8,61.3,35.5,100,100,33.3,63.7,63.2,100,69.2,86.0,100,47.3,69.5,47.8,100,62.9,66.1,56.5,100,100
"Locken, Johua","229 Mauldin St, Tescott KS, 67484",8,56.4,96.1,61.7,47.7,70.0,64.7,56.5,38.7,89.2,90.4,57.2,96.3,59.2,100,91.7,34.4,100,34.3,-0.1,61.7,78.3,98.0,79.8,51.1,100,79.3,100
"Eke, Sr., Marisol","890 Gambier St, Akron OH, 44319",8,100,100,55.9,100,100,36.8,73.9,100,100,42.5,100,100,100.0,63.7,100,51.7,100,60.3,73.7,100,35.0,73.2,24.0,79.1,62.3,99.4,67.9
"Wernsman, III, Maygen","688 Brant Aly, Cascadia OR, 97329",1,63.3,56.3,40.1,90.7,24.2,87.2,20.5,49.7,48.7,59.6,95.6,83.4,50.9,50.7,100,89.0,73.5,-0.4,80.3,82.5,63.6,98.7,76.2,83.5,60.6,83.5,91.6
"Minnick, Billiejean","692 Lurmont Ter, Eagle Bridge NY, 12057",5,100,38.4,19.7,100,89.8,93.2,71.4,67.7,40.6,68.1,39.6,75.5,38.4,93.7,100,77.9,100,25.8,52.2,86.2,55.8,81.5,80.4,75.3,100,72.5,100
"Maliska, Joneric","50 Berry St, Bethesda MD, 20811",9,66.3,81.7,56.1,61.4,81.3,100,83.0,86.3,66.2,68.3,62.7,93.9,72.9,90.2,100,100,100,64.4,78.5,59.6,67.7,47.4,84.1,72.0,16.4,100,93.4
"Canonica, Jr., Shannan","331 01st St, Seward IL, 61077",10,99.9,21.2,91.6,99.7,100,81.0,67.7,85.6,100,100,70.0,100,27.0,79.7,47.5,65.7,64.9,90.9,100,83.4,67.1,55.2,90.2,86.3,80.3,100,86.6
"Kober, Kierstin","753 Moncada Way, Oakwood OH, 45873",9,53.9,54.4,62.8,66.0,100,100,79.8,70.4,24.8,81.6,100,97.4,88.7,87.6,100,72.1,74.9,29.3,63.5,31.5,89.6,61.8,48.5,31.0,73.1,100,99.7
"Gustovich, Jaclynne","896 Banks St, Cranford NJ, 7016",1,62.0,89.8,29.4,92.3,63.9,51.3,100,84.9,100,91.3,57.5,66.6,100,98.1,83.4,100,49.1,60.2,100,65.0,44.2,92.1,86.2,76.3,94.1,78.7,100
"Ruberto, Keeton","242 Crestlake Dr, Garden City UT, 84028",4,56.4,21.2,61.2,63.4,44.3,60.1,44.7,87.1,51.4,100,49.3,52.8,86.2,79.3,31.3,95.2,91.0,62.6,95.8,87.8,98.3,95.3,85.4,100,100,87.7,77.0
"Jackson, Mayte","860 Unnamed 186, Fort Bragg CA, 95437",8,85.5,97.6,72.6,67.6,78.9,81.6,90.0,100,90.5,45.4,94.2,65.8,100,95.7,63.5,66.6,100,32.9,93.3,71.4,71.9,23.4,33.7,72.0,57.1,94.2,83.5
"Gerla, Jerrico","771 Cassandra Ct, Baldwin City KS, 66006",7,82.2,100,100,24.0,56.1,56.8,78.0,48.6,76.3,78.1,78.3,100,80.6,89.6,100,63.8,83.2,60.6,67.8,40.6,92.8,65.4,79.5,60.8,80.9,100,100
"Siano, Esq., Demitra","573 Lupine Ave, Moran TX, 76464",10,77.4,60.5,95.6,61.3,72.4,49.9,100,72.1,79.7,86.8,96.1,59.6,93.3,100,100,81.3,100,66.8,80.6,100,98.9,100,80.9,52.9,59.0,73.9,88.8
"Herrold, Senequa","282 Keith St, Fairbanks IN, 47849",10,59.0,100,100,85.2,63.7,75.1,80.1,47.1,100,77.6,51.2,94.4,100,62.7,54.2,78.3,94.1,84.5,80.2,36.6,100,76.7,100,65.4,84.7,100,68.2
"Dunks, Joshual","363 Moraga St, Snow Camp NC, 27349",10,69.2,92.5,86.1,55.7,79.4,100,100,16.4,59.3,98.9,42.0,94.5,100,82.0,57.3,62.3,83.7,57.8,44.8,91.0,65.4,72.9,71.5,93.9,71.1,100,100
"Lauters, Divina","736 Unnamed 128, Atwood IN, 46502",6,100,70.8,91.3,100,56.6,87.0,50.5,59.9,73.9,74.3,76.5,100,83.0,90.7,87.0,97.1,26.2,83.1,100,100,83.0,56.5,90.6,72.4,100,100,42.0
"Tipple, Denica","665 Saint Charles Ave, Inman SC, 29349",6,100,92.1,56.0,37.8,41.2,71.1,78.1,100,98.5,83.4,50.1,79.2,100,99.4,68.5,100,100,44.6,100,89.7,100,90.8,80.8,100,49.7,100,100
"Palakiko, Josemiguel","491 Copper Aly, Edmondson AR, 72332",5,88.3,86.0,100,78.9,82.3,42.6,49.2,82.8,42.7,49.5,74.7,72.7,87.3,61.8,100,90.0,81.9,68.7,80.0,83.1,46.4,52.8,70.0,62.5,37.3,58.4,84.7
"Tennon, Reymundo","953 College Ter, Yukon OK, 73099",2,100,54.1,96.8,85.3,93.8,92.2,74.6,83.9,58.3,93.5,94.7,92.7,90.0,73.1,74.1,100,48.1,63.3,88.2,80.7,85.1,30.7,48.7,53.4,79.1,100,77.7
"Heidinger, Purvis","967 Polk St, Weiner AR, 72479",2,100,69.6,63.5,59.1,68.4,100,85.5,35.9,58.9,100,87.5,58.1,100,40.8,55.8,58.8,100,58.4,87.9,85.8,100,72.5,100,34.8,98.4,48.0,76.0
"Jannusch, Patterson","352 Mcrae Ln, Greenwich KS, 67055",7,70.7,66.6,100,69.0,66.9,96.6,99.0,56.1,100,43.7,52.3,,100,52.4,100,93.0,87.2,56.1,100,91.9,36.7,100,100,56.6,84.8,100,49.4
"Lamunyon, Abi","454 Fort Mason 17, Serafina NM, 87569",8,70.3,99.4,100,19.7,85.6,100,29.4,80.5,50.2,82.3,96.3,98.7,52.6,86.4,100,98.6,91.6,100,86.7,66.1,83.6,44.4,76.1,61.1,77.5,44.7,78.8
"Miguel, Nikea","941 Tiffany Ave, Holyoke MN, 55749",7,71.8,39.3,83.4,86.4,57.0,85.4,64.7,76.9,83.2,100,50.4,46.0,81.7,100,80.9,59.1,69.2,93.3,66.5,83.8,90.7,77.3,62.3,58.6,52.2,81.0,51.1
"Bremmer, Myesha","616 Baker St, Apt. 94, Winston Salem NC, 27117",1,91.4,100,87.3,100,83.4,85.6,29.1,81.9,96.7,100,55.1,82.9,77.0,78.6,42.4,98.6,32.8,89.6,90.1,98.1,88.5,100,70.4,48.2,72.7,93.9,66.3
"Bryner, Bishop","110 Baker St, Sioux Center IA, 51250",5,39.6,70.2,80.7,100,73.1,100,38.7,68.8,86.0,93.4,56.6,83.1,22.1,100,94.5,92.3,98.1,77.9,62.0,91.0,99.6,49.7,66.1,28.4,88.7,100,94.8
"Sheedy, Sr., Shanai","972 San Buenaventura Way, Grant CO, 80448",5,46.1,16.0,69.1,52.8,75.0,55.5,100,72.8,100,100,83.5,88.6,100,87.1,100,2.9,90.3,100,84.4,61.8,100,95.7,40.4,63.4,59.7,96.8,100
"Chaires, Meagon","488 Mizpah St, San Antonio TX, 78214",6,92.7,74.5,84.4,68.1,67.7,58.1,100,100,47.2,45.9,100,63.0,100,74.3,100,69.8,75.5,80.9,100,65.9,76.1,82.3,43.2,84.7,67.8,100,100
"Bemberry, Rashid","114 Unnamed 024, Altoona IA, 50009",5,100,29.9,,63.1,94.0,73.5,54.4,73.2,45.4,66.4,100,31.8,73.4,48.5,82.1,100,98.5,58.3,88.5,82.9,100,,90.0,47.4,82.7,78.2,76.7
"Buhite, San","760 Morrell St, Kent WA, 98035",7,88.1,84.1,98.7,94.4,61.1,42.2,63.2,47.4,82.3,43.9,52.6,44.8,77.0,98.6,97.0,45.9,100,54.8,86.9,60.0,100,100,59.7,93.1,91.3,80.4,100
"Arvan, Cachet","855 Johnstone Dr, Neche ND, 58265",4,64.9,100,75.8,46.8,48.0,52.4,71.9,53.9,71.2,87.7,72.7,91.2,100,62.7,67.2,70.6,100,64.4,90.9,63.8,70.9,100,44.8,100,75.1,47.9,98.9
"Cardella, Sherrese","307 Saint Marys Ave, Estes Park CO, 80517",10,87.5,59.6,64.3,38.0,71.1,73.7,80.2,70.2,71.8,57.9,69.8,57.5,40.8,58.0,71.4,100,90.8,100,77.3,100,62.3,91.3,82.0,88.0,88.8,100,85.3
"Ascol, Yasser","812 Saint Louis Aly, Annona TX, 75550",1,62.9,62.3,56.4,92.8,53.4,66.1,70.9,83.4,56.6,81.2,76.4,100,99.2,100,50.9,,82.2,90.5,65.1,100,100,68.3,40.3,67.8,71.9,43.9,46.1
"Duyer, Cheyenna","862 Crissy Field Ave, Apt. 35, Minneapolis MN, 55439",7,100,100,93.3,90.0,19.1,60.5,59.7,90.7,70.7,86.8,81.2,88.3,100,82.0,88.4,67.1,100,100,100,94.0,26.1,68.8,68.2,94.1,61.6,42.2,44.2
"Mizer, Nathen","47 Ingalls St, Fiskdale MA, 1518",4,87.5,48.6,33.1,45.6,68.7,100,64.2,100,97.5,100,75.0,63.5,100,81.2,84.3,52.3,62.2,28.0,63.7,67.7,100,100,59.0,86.0,77.2,100,61.2
"Hender, Jersey","595 Prague St, Pierce City MO, 65723",5,73.5,61.8,68.4,54.5,100,89.1,93.2,100,57.2,71.2,88.0,49.1,77.3,100,75.4,100,45.2,100,100,100,71.7,96.4,100,97.3,84.0,100,73.5
